2,MEDILABS HUYE,infomedilabs@gmail.com,+250787037616,LABORATORY,HUYE
,,,,,
,HEALTH CENTERS,,,,
,,,,,
No,Names,E-mail,Phone number,Type of Service,LOCATION
1,SHYORONGI HEALTH CENTER,info@moh.gov.rw,(+250)783743973,PRIMARY HEALTHCARE,RULINDO
2,RULINDO HEALTH CENTER,info@moh.gov.rw,(+250)788601454,PRIMARY HEALTHCARE,RULINDO
3,KISARO HEALTH CENTER,info@moh.gov.rw,(+250)788343030,PRIMARY HEALTHCARE,BURERA
4,KIRAMBO HEALTH CENTER,info@moh.gov.rw,(+250)787490225,PRIMARY HEALTHCARE,BURERA
5,RUGARAMA HEALTH CENTER,info@moh.gov.rw,(+250)788297333,PRIMARY HEALTHCARE,BURERA
6,GATARAGA HEALTH CENTER,info@moh.gov.rw,(+250)788818901,PRIMARY HEALTHCARE,MUSANZE
7,KINYABABA HEALTH CENTER,info@moh.gov.rw,(+250)788513055,PRIMARY HEALTHCARE,BURERA
8,GITARE HEALTH CENTER,info@moh.gov.rw,(+250)788815213,PRIMARY HEALTHCARE,BUTARO
9,MANYAGIRO HEALTH CENTER,info@moh.gov.rw,(+250)783508502,PRIMARY HEALTHCARE,BUTARO
10,NYAKABUYE HEALTH CENTER,info@moh.gov.rw,(+250)788896560,PRIMARY HEALTHCARE,RUSIZI
11,MIMULI HEALTH CENTER,info@moh.gov.rw,(+250)783892694,PRIMARY HEALTHCARE,NYAGATARE
12,KAYOVE HEALTH CENTER,info@moh.gov.rw,(+250)782140497,PRIMARY HEALTHCARE,RUTSIRO
13,BIRAMBO HEALTH CENTER,subikagelin@yahoo.fr,(+250)788744060,PRIMARY HEALTHCARE,KARONGI
14,BIGOGWE HEALTH CENTER,info@moh.gov.rw,(+250)788593423,PRIMARY HEALTHCARE,NYABIHU
15,KARAMBI HEALTH CENTER,info@moh.gov.rw,(+250)788473216,PRIMARY HEALTHCARE,RUHANGO
16,KARANGAZI HEALTH CENTER,info@moh.gov.rw,(+250)788473216,PRIMARY HEALTHCARE,GATSIBO
17,MUKARANGE HEALTH CENTER,info@moh.gov.rw,(+250)788751829,PRIMARY HEALTHCARE,KAYONZA
18,MUSHA HEALTH CENTER,info@moh.gov.rw,(+250)788490475,PRIMARY HEALTHCARE,RWAMAGANA
19,NYAMIRAMA HEALTH CENTER,info@moh.gov.rw,(+250)788655783,PRIMARY HEALTHCARE,KAYONZA
20,KABARONDO HEALTH CENTER,info@moh.gov.rw,(+250)788891069,PRIMARY HEALTHCARE,KAYONZA
21,RUKOMO HEALTH CENTER,info@moh.gov.rw,(+250)788588397,PRIMARY HEALTHCARE,NYAGATARE
22,ISLAMIC HEALTH CENTER,info@moh.gov.rw,(+250)788968814,PRIMARY HEALTHCARE,RUSIZI
23,NYAMASHEKE HEALTH CENTER,nyamashekehc@yahoo.com,(+250)788896560,PRIMARY HEALTHCARE,NYAMASHEKE
24,HANIKA HEALTH CENTER,info@moh.gov.rw,(+250)788478633,PRIMARY HEALTHCARE,NYAMASHEKE
25,MUKOMA HEALTH CENTER,info@moh.gov.rw,(+250)787265922,PRIMARY HEALTHCARE,
26,MUGERA HEALTH CENTER,info@moh.gov.rw,(+250)788553149,PRIMARY HEALTHCARE,
27,RUSHASHI HEALTH CENTER,info@moh.gov.rw,(+250)788448260,PRIMARY HEALTHCARE,RULINDO
28,RWANKUBA HEALTH CENTER,csrwankuba@gmail.com,(+250)783814504,PRIMARY HEALTHCARE,RULINDO
29,MUHONDO HEALTH CENTER,info@moh.gov.rw,(+250)788534666,PRIMARY HEALTHCARE,GAKENKE
30,MARABA HEALTH CENTER,info@moh.gov.rw,(+250)788535043,PRIMARY HEALTHCARE,NYARUGURU
31,COKO HEALTH CENTER,info@moh.gov.rw,(+250)788578685,PRIMARY HEALTHCARE,NYARUGURU
32,GATEBE HEALTH CENTER,info@moh.gov.rw,(+250)788528957,PRIMARY HEALTHCARE,BURERA
33,BUSORO HEALTH CENTER,info@moh.gov.rw,(+250)787563473,PRIMARY HEALTHCARE,
34,GATENGA MEDICALISED HEALTH CENTER,gatengahealthcenter@yahoo.com,(+250)788215322,MEDICALISED  HEALTHCARE,GATENGA
35,KANYINYA HEALTH CENTER,info@moh.gov.rw,(+250)787051961,PRIMARY HEALTHCARE,NYARUGENGE
36,JENDA HEALTH CENTER,info@moh.gov.rw,(+250)788581351,PRIMARY HEALTHCARE,NYAMAGABE
37,MBUGA HEALTH CENTER,info@moh.gov.rw,(+250)788472070,PRIMARY HEALTHCARE,
38,MUSEBEYE HEALTH CENTER,info@moh.gov.rw,(+250)788621500,PRIMARY HEALTHCARE,NYAMAGABE
39,CYARUBARE HEALTH CENTER,info@moh.gov.rw,(+250)783662090,PRIMARY HEALTHCARE,KAYONZA
40,RWANKERI HEALTH CENTER,info@moh.gov.rw,(+250)788420351,PRIMARY HEALTHCARE,MUSANZE
41,KIMIRONKO HEALTH CENTER,info@moh.gov.rw,,PRIMARY HEALTHCARE,GASABO
42,KITABI HEALTH CENTER,info@moh.gov.rw,,PRIMARY HEALTHCARE,NYAMAGABE
43,NYARURENZI HEALTH CENTER,info@moh.gov.rw,,PRIMARY HEALTHCARE,NYARUGENGE
44,NDEGO HEALTH CENTER,info@moh.gov.rw,,PRIMARY HEALTHCARE,KAYONZA
45,GISAGARA HEALTH CENTER,info@moh.gov.rw,(+250)782846880,PRIMARY HEALTHCARE,GISAGARA
46,CYAHINDA HEALTH CENTER,info@moh.gov.rw,(+250)788648997,PRIMARY HEALTHCARE,NYARUGURU
47,MUGOMBWA HEALTH CENTER,info@moh.gov.rw,(+250)788644459,PRIMARY HEALTHCARE,GISAGARA
48,GIKONKO HEALTH CENTER,info@moh.gov.rw,(+250)788522330,PRIMARY HEALTHCARE,NYANZA
49,SAVE HEALTH CENTER,info@moh.gov.rw,(+250)785526590,PRIMARY HEALTHCARE,NGOMA
50,HANIKA HEALTH CENTER,hanika@gmail.com,,PRIMARY HEALTHCARE,
51,GISHALI HEALTH CENTER,,,PRIMARY HEALTHCARE,GISHARI
52,,,,,
,AMBULANCES ,,,,
1,CHUK ,hamibri@yahoo.fr,+250788675416,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYARUGENGE
2,RWANDA MILITARY HOSPITAL,info@rmh.rw,+250788429683,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KANOMBE
3,HOSPITAL KIBAGABAGA,jmunyangabe@yahoo.fr,+250788560765,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KIBAGABAGA
4,HOSPITAL NDERA,ndera-hospital@moh.gov.rw;kargdeo@yahoo.fr,+250788827364,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",GASABO
5,MUHIMA HOSPITAL,miuhima.hospital@moh.gov.rw,,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYARUGENGE
6,MASAKA DISTRICT HOSPITAL,masaka.hospital@moh.gov.rw,,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KICUKIRO
7,SAMU AMBULANCE ,,912 CONTACT CENTER,AMBULANCE AGENCY,KIGALI
8,CHUB,sijerc01@yahoo.fr,+250788849762,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",HUYE
9,KING FAISAL HOSPITAL,faisal@rwanda1.com,+250783541892,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KACYIRU
10,NYAMATA HOSPITAL,nyamata.hosiptal@moh.gov.rw,+250788130100,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",BUGESERA
11,NGARAMA HOSPITAL,hopngarama@yahoo.fr,(+250)788846024,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",GATSIBO
12,GAHINI HOSPITAL,hopitagah@gmail.com/ venustus1969@gmail.com,"""+250782309376","MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",KAYONZA
13,NYAGATARE HOSPITAL,hopitalnyagatare@yahoo.fr,(+250)785053366,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYAGATARE
14,KIGEME HOSPITAL,joshat16@yahoo.com,+250783164362,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",NYAMAGABE
15,HOPITAL DIOCESAIN KABGAYI,kabgeye@gmail.com,(+250)786448577,OPHTALMOLGY SPECIALIZATION,MUHANGA
16,GIHUNDWE HOSPITAL,gihundwe.hospital@moh.gov.rw,+250788614414,"MEDICAL,GENERAL SURGERY,PAEDIATRY,DENTAL,GYNECOLOGY",RUSIZI
,,,,,
,FACILITIES ACCESSIBLE ONLY ON REFERRAL:,,,,
1,KING FAISAL HOSPITAL,,,,
2,LEGACY CLINIC,,,,
3,DREAM MEDICAL CENTER (DMC),,,,
4,AIMS LIFE CARE CLINIC,,,,
5,FRONTIER DIAGNOSTICS,,,,
6,DR.AGARWAL HOSPITAL,,,,
7,CLINIQUE BIEN NAITRE,,,,
8,RMH-MUHABURA CLINIC,,,,
9,POLYCLINIQUE DU PLATEUAX,,,Currently on suspension till further notice,
